term,definition,POS,notes
vassalique,vassal (attributive),adj,
vassaliser,to vassal,v,
vassalité,vassalage,f,
vassalité,subjugation,f,
vasselage,vassalage,m,
vaste,vast,adj,
vastement,greatly; much,adv,
VASTF,"""version anglais sous-titres français"" — English version with French subtitles (EVFST); a film dubbed in English, and subtitled in French",n,initialism] 
vas-y,go ahead; go on,phrase,"informal, singular] "
va-t-en-guerre,"warmonger, hawk",m,pejorative] 
vatican,Vatican,adj,
vaticane,"in, of or relating to, the Vatican (papal palace and sovereign city state enclaved in Rome)",adj,
vaticane,"of or relating to the Holy See, to the papacy",adj,metonymy] 
vaticination,vaticination,f,
vatrouchka,vatrushka,f,
Vaucluse,Vaucluse (department),prop} {m,
vauclusien,Of or from Vaucluse,adj,
Vauclusien,Native or resident of Vaucluse,m,
Vauclusienne,feminine noun of Vauclusien,f,
Vaud,Vaud (canton),prop,
vaudais,Of or from Vaulx-en-Velin,adj,
vaudeville,vaudeville,m,
vaudevilliste,A vaudeville artist,m,
vaudois,of or from Vaud (canton in Switzerland),adj,geography] 
vaudois,Waldensian; related to the doctrine of Peter Valdo,adj,Christianity] 
vaudou,voodoo (African and Afro-Caribbean religion),m,
vaudou,voodoo (attributive),adj,
vaurien,"good-for-nothing, a person regarded as useless or worthless",m,
vautour,vulture,m,
vautour,"shark, vulture",m,"pejorative, figuratively] "
vautrer,"to wallow (to roll one's body, or a part of it, in the mud or something of similar texture)",vt,rare] 
vautrer,to sprawl; to wallow,vr,
vautrer,to wallow,vr,figuratively] 
vautrer,to tumble heavily on the ground,vr,familiar] 
vautrer,to fail,vr,familiar] 
vauvert,only used in au diable-vauvert,m,
VBCI,IFV (infantry fighting vehicle) abbreviation of véhicule blindé de combat d'infanterie,m,
Vc.,abbreviation of violoncelle,n,music] 
VdO,abbreviation of Val-d'Or,prop,sports] 
VDO,abbreviation of Val-d'Or,prop,sports] 
VDQS,initialism of vin délimité de qualité supérieure,m,
ve,abbreviation of veuve,n,
vé,letter: v,m,
vé,calf,m,
vé,look!,interj,Marseille] 
veau,calf,m,animal] 
veau,veal,m,
vecteur,disease-carrying,adj,
vecteur,"disease-carrier, vector",m,
vecteur,vector (a directed quantity),m,mathematics] 
vectoriel,vectorial (of or pertaining to a vector),adj,
vectoriellement,vectorially,adv,
vectorisation,vectorization/vectorisation,f,
vectoriser,to vectorize,v,
vécu,experience (what one experiences),m,
vécu,inner life,m,
véda,Veda,m,
vedettariat,stardom,m,
vedette,a star (celebrity),f,
vedette,flagship,f,
vedette,headword (word used as the title of a section),f,lexicography] 
védique,Vedic,adj,
védisme,Vedism (Vedic religion and culture),m,
végé,veggie (vegetarian person),mf,colloquial] 
végé,veggie (vegetarian),adj,colloquial] 
Végèce,Vegetius,prop} {m,
végépâté,vegepate (veggie pâté / vegan pate / vegetarian paté),m,
végétal,Plant,m,
végétal,Of or relating to plants,adj,
végétalien,vegan,adj,
végétalien,vegan,m,
végétalienne,feminine noun of végétalien; a female vegan,f,
végétalisation,revegetation,f,
végétalisé,Covered with plants,adj,
végétaliser,To vegetate,v,
végétalisme,veganism,m,
végétarien,"vegetarian (of a person, not eating animal flesh)",adj,
végétarien,"vegetarian (of a food, not containing animal flesh)",adj,
végétarien,vegetarian (person who or animal that does not eat any animal flesh),m,
végétarienne,feminine noun of végétarien; a female vegetarian,f,
végétarisme,vegetarianism,m,
végétatif,vegetative,adj,
végétation,vegetation,f,
végéter,to vegetate,vi,
véhémence,vehemence,f,
véhément,vehement,adj,
véhémentement,vehemently,adv,
véhiculage,"transportation, conveyance",m,
véhiculaire,vehicular,adj,
véhicule,vehicle,m,
véhicule,vehicle,m,Buddhism] 
véhiculer,"to transport in a vehicle, to carry",v,
véhiculer,"to promote, to convey (a message), to carry",v,figurative] 
veillant,"watching, vigilant",adj,
veille,"the day before, the eve",f,
veille,wakefulness,f,
veille,"(night) watch, vigil",f,
veillée,gathering (in the evening),f,
veillée,vigil,f,
veiller,"To stay up, sit up",vi,
veiller,"To keep guard, keep watch",vi,
veiller,"To look after, see to ( + à); see to it that ( + à ce que)",vi,
veiller,To watch over (someone) ( + sur),vi,
veiller,To keep watch over a sick person at night; to do a death wake for,vt,
veiller,"To go out in the evening, e.g. in parties, clubs, bars..",vi,Quebec] 
veilleur,watchman,m,
veilleuse,feminine noun of veilleur,f,
veilleuse,night light,f,
veilleuse,sidelight (on a car),f,
veilleuse,pilot light,f,
veinage,veining (decorative pattern on cut wood),m,
veinard,"lucky bastard, lucky devil, lucky beggar, jammy Arab",m,colloquial] 
veinard,"lucky, jammy, flukey",adj,colloquial] 
veine,vein,f,anatomy] 
veine,"vein, seam",f,geology] 
veine,luck,f,colloquial] 
veiner,to vein (streak with marks similar to veins),v,
veineux,"venous, of or relating to veins; having numerous veins",adj,
vêlage,calving (all senses),m,
vélaire,velar,adj,"phonetics, phonology] "
vélar,a wallflower (member of the genus Erysimum),m,
vélarisation,velarization,f,linguistics] 
vélasquézien,Velazquezian,adj,
velcro,Velcro,m,
velcroter,to velcro,v,
vêler,to calve (all senses),v,
vélin,vellum,m,
véliplanchiste,windsurfer,mf,
velle,female cow calf,f,
velléitaire,"irresolute, weak-willed, indecisive",adj,
velléité,weak will,f,
velléité,indecisiveness,f,
vélo,"bike, bicycle, cycle",m,"usually, colloquial] "
vélo-café,"a type of food cart mobile vending point, a tricycle-based mobile coffee cart cafe, similar to an ice cream cart tricycle, with the cart hosting an espresso machine, coffee maker, coffee grinder, and supplies",m,
véloce,swift,adj,
vélocement,swiftly,adv,
vélocimétrique,velocimetric,adj,
vélocipède,a velocipede,m,
vélocipède,bicycles in general,m,
vélocipédique,cyclist or cycling (attributive),adj,
vélocité,velocity,f,
vélodrome,velodrome,m,
vélomoteur,moped,m,
vélo-pupitre,"a combination of stationary bike and student desk; a student desk with a set of bicycle pedals attached, to allow stationary biking while reading, writing and in-classroom sit-down learning",m,
véloroute,cycle path,f,
vélorue,"A shared-use road for bicycles and automobiles, on which the bikes may range over the entire vehicular use surface, and where priority is given to cyclists",f,
vélorution,activism to promote cycling as an alternative mode of transport,f,
véloski,skibob,m,
vélotaf,bike commuting,m,"slang, cycling] "
vélotaff,bike commuting,m,"slang, cycling] "
vélo-taxi,alternative spelling of vélotaxi,m,
vélotaxi,A cycle rickshaw,m,
velours,velvet,m,
velouté,velvety,adj,
velouté,smooth,adj,
velouté,"smoothness, softness",m,
velouté,a velouté,m,cooking] 
velouter,to give (something) a velvety finish,v,
velouter,"to soften, make smooth",v,
velouteux,velvety,adj,
velu,hairy,adj,
velu,villous,adj,botany] 
vélux,"skylight, roof window, Velux window",m,
venaison,venison (meat),f,
vénal,Available for a price; venal,adj,"of a person, pejorative] "
vénalement,venally,adv,
vénalité,venality,f,
venant,coming,adj,
venant,comer,m,
vendange,vintage (yield of grapes for wine-making),f,
vendange,grapes harvested for wine-making,f,by extension] 
vendange,grape harvesting season,f,chiefly plural] 
vendanger,to vintage,v,
vendangeur,vintager (grape picker/harvester),m,
vendangeuse,feminine noun of vendangeur,f,
Vendée,Vendée (department),prop} {f,
Vendée,Vendée (river),prop} {f,
vendéen,Vendean,adj,
Vendéen,Someone from Vendée,m,
vendémiaire,Vendémiaire (the first month of the French Republican Calendar),m,historical] 
vendetta,vendetta,f,
vendeur,sellable; able to sell a lot,adj,
vendeur,salesman,m,
vendeur,"seller, vendor",m,
vendeuse,feminine noun of vendeur,f,
Vendôme,A town in the Loir-et-Cher department of the Centre-Val de Loire region of France,prop,
vendômois,Of or from Vendôme,adj,
Vendômois,Native or inhabitant of Vendôme,m,
Vendômoise,feminine noun of Vendômois,f,
vendre,to sell,vt,
vendre,to sell,vr,
vendre,to sell out (betray),vt,
vendredi,Friday,m,
vendu,corrupt,adj,
venelle,alley,f,
vénéneux,venomous,adj,
vénérable,venerable,adj,
vénérablement,venerably,adv,
vénération,veneration,f,
vénère,pissed off,adj,slang] 
vénérer,to worship; to venerate,v,
vénerie,venery,f,hunting] 
vènerie,alternative spelling of vénerie,f,
vénérien,venereal,adj,
vénète,Venetic,adj,
Vénétie,Vénétie (region),prop} {f,
veneur,"hunter, huntsman (with hounds)",m,
Venezuela,Venezuela,prop} {m,
vénézuélien,Venezuelan,adj,
Vénézuélien,Venezuelan (person),m,
Vénézuélienne,feminine noun of Vénézuélien,f,
vengeance,"revenge, vengeance",f,
venger,"to avenge, to take revenge (upon)",v,
vengeresse,feminine noun of vengeur,f,
vengeur,vengeful,adj,
vengeur,avenger,m,
véniel,"venial, pardonable",adj,
véniellement,venially,adv,
venimeusement,"venomously, poisonously",adv,
venimeux,"poisonous, venomous",adj,
venimosité,venomousness,f,
venin,venom (poison),m,
venin,venom (feeling of malign or contempt),m,figuratively] 
venir,To come (to move from one place to another that is nearer the speaker),vi,
Venise,Venise (capital city),prop,
Venise,Venise (metropolitan city),prop,
vénitien,Venetian (relating to Venice),adj,
vénitien,Venetian (language),m,
Vénitien,Venetian person,m,
vénitienne,In french vénitienne means a Venetian style shoe,f,
vénitienne,"Italian cloth (textile - ""tissage"")",f,
Vénitienne,feminine noun of Vénitien,f,
vent,Atmospheric wind,m,
vent,A flatulence,m,euphemistic] 
vent,"Empty words, hot air",m,uncountable] 
ventail,alternative form of vantail,m,
vente,sale,f,
venté,windy,adj,
venter,"To be windy, to blow",v,"impersonal, weather] "
venteux,windy (charactized by strong winds),adj,
ventilateur,"ventilator, fan",m,
ventilateur,pedestal fan,m,
ventilation,ventilation: replacement of stale or noxious air with fresh,f,
ventilation,ventilation: mechanical system used to circulate and replace air,f,
ventilation,repartition,f,
ventilatoire,breathing (attributive),adj,
ventiler,to ventilate,v,
ventiler,"[dated] to discuss, debate",v,
ventiler,"[dated] to evaluate, estimate",v,
ventiler,to break down (a total into parts),v,
ventilo,fan (machine used for circulating air),m,colloquial] 
ventôse,Ventôse (the sixth month of the French Republican Calendar),m,historical] 
ventouse,plunger,f,
ventouse,suction cup,f,
ventouse,cup for fire cupping,f,
ventouse,ventouse,f,
ventouse,sucker,f,biology] 
ventouse,sucker (a person who sucks; a general term of disparagement),f,slang] 
ventral,ventral,adj,
ventre,belly; stomach,m,anatomy] 
ventre,antinode,m,physics] 
ventriculaire,ventricular,adj,"anatomy, physiology, medicine] "
ventricule,ventricle,m,
ventriculographie,ventriculography,f,
ventrier,abdominal,adj,anatomy] 
ventriloque,ventriloquist,mf,
ventripotent,ventripotent,adj,
ventru,"potbellied, paunchy",adj,of a man] 
ventru,"rounded, bulging",adj,of an object] 
venue,"coming, arrival",f,
Vénus,Venus (Roman goddess),prop} {f,
Vénus,Venus (planet),prop} {f,
vénusien,Venusian (relating to Venus),adj,
vépéciste,mail-order company; person/firm selling remotely,m,
vêpre,The evening,m,"archaic, humorous] "
vêprée,The end of the afternoon; evening,f,outdated] 
vêpres,vespers,fp,
vêpres,evensong,fp,
vepse,Veps (Finno-Ugric language),m,
ver,worm,m,
véracité,veracity,f,
véracité,authenticity,f,
véraison,veraison,f,"regional, South of France] "
véranda,veranda,f,
vératrine,veratrin,f,
verbal,verbal,adj,
verbalement,verbally; orally,adv,
verbalisation,"verbalization, verbalisation",f,
verbaliser,"to verbalize, to put into words (express using speech)",vt,
verbaliser,to make a statement (dresser un procès-verbal),v,law] 
verbaliser,"to give somebody a ticket, a fine; to write up somebody",vt,law] 
verbatim,verbatim,m,
verbatim,verbatim,adv,
verbe,speech,m,
verbe,tone of voice,m,
verbe,way of speaking,m,
verbe,verb,m,grammar] 
verbeusement,verbosely,adv,
verbeux,verbose,adj,
verbiage,verbiage,m,
verbicruciste,cruciverbalist; constructor of crossword puzzles,m,
verbosité,verbosity,f,
Vercingétorix,Vercingetorix,prop} {m,
Vercors,A massif in the Prealps,prop,
vercouline,A form of raclette (fondue) from the Vercors massif,f,
vercussien,Of or from Vercors,adj,
verdâtre,"greeny, greenish",adj,
verdet,verdigris,m,
verdeur,greenness,f,
verdeur,"tartness, sharpness; acidity (of wine)",f,
verdeur,vitality,f,
verdiau,purple osier (Salix purpurea),m,
verdict,verdict,m,
verdien,Verdian,adj,
verdir,to turn green,v,
verdissant,greening,adj,
verdissement,the act of turning green,m,
verdoyant,verdant,adj,
verdoyer,"to be/become verdant, green",v,
Verdun,Verdun,prop,
verdunois,of or pertaining to Verdun,adj,
verdure,"verdure, greenness",f,
vérécondie,"restraint, reserve, modesty",f,obsolete] 
véreux,"maggoty, worm-eaten",adj,
véreux,"(of lawyer, public official etc.) bent, dodgy, crooked, sheisty",adj,
verge,rod,f,
verge,penis (male sexual organ),f,
verge,yard,f,Canada] 
vergé,"ribbed, veined",adj,
vergé,laid (paper),adj,
vergé,streaky (colour),adj,
vergée,rood (quarter of an acre),f,
verger,orchard,m,
vergerette,fleabane,f,
vergerolle,synonym of vergerette,f,
vergeron,warbler (bird),m,
vergette,A small (wooden) rod,f,literally] 
vergette,A clothes-brush,f,
vergette,A pale at least fivefold thinner then usual,f,heraldiccharge] 
vergeture,stretch mark,f,chiefly in the plural] 
vergeure,Brass wire attached to laid paper,f,papermaking] 
vergeure,(By extension) the lines caused by this wire,f,
vergeüre,alternative spelling of vergeure,f,
verglaçant,freezing,adj,
verglaçante,freezing (of rain or snow),adj,
verglacé,icy (of a surface),adj,
verglas,black ice,m,
vergne,alder (tree),m,
vergogne,shame (feeling),f,archaic or literary] 
vergogne,"restraint, moderation",f,archaic or literary] 
vergogne,"modesty, decency",f,archaic or literary] 
vergue,yard [of sailing ship],f,nautical] 
véridique,"veracious, truthful; true, for real",adj,
véridiquement,"veraciously, truthfully",adv,
vérifiabilité,verifiability,f,
vérifiable,verifiable (able to be verified or confirmed),adj,
vérificateur,"checker, verifier",m,
vérification,verification,f,
vérificatrice,feminine noun of vérificateur,f,
vérifier,to verify,v,
vérin,cylinder (containing a piston),m,
verisimilitude,verisimilitude,f,
véritable,veritable,adj,
véritablement,"really, truly",adv,
vérité,truth,f,
verjus,verjuice,m,
verjus,wine which is too green,m,colloquial] 
verlan,verlan (type of backslang used in French),m,
verlaniser,"to verlanize, verlanise",v,
vermeil,bright red; vermilion,adj,
vermeil,ruby; cherry,adj,"of mouth, lips, etc.] "
vermeil,rosy,adj,
vermeil,vermeil (gold-plated silver with a reddish hue),m,
Vermette,surname,prop,
vermicelle,vermicelli,m,
vermiculite,vermiculite,f,mineral] 
vermifuge,vermifuge,adj,medicine] 
vermifuge,vermifuge,m,medicine] 
vermillon,cinnabar,m,
vermillon,vermilion,m,
vermine,vermin (destructive creatures),f,
vermine,vermin (a contemptible person),f,
vermineux,verminous,adj,
vermisseau,"small earthworm, grub",m,
vermivore,vermivore,m,
vermivore,vermivorous,adj,
vermoudre,alternative form of vermouler.,vr,
vermouler,to grow worm-eaten,vr,
vermoulu,"riddled with woodworm, worm-eaten",adj,
vermoulu,moth-eaten,adj,figuratively] 
vernaculaire,vernacular,adj,
vernaculaire,vernacular,m,
Verne,Verne; surname,prop,
verni,"varnished, covered by varnish",adj,
verni,lucky,adj,
vernir,to varnish,v,
vernis,varnish,m,
vernis,nail polish,m,
vernis,veneer,m,
vernissage,"varnishing, glazing",m,
vernissage,a private viewing at a gallery,m,
vernissé,glazed (pottery),adj,
vernissé,glossy,adj,
vernisser,to glaze (pottery),vt,
Véro,given name,prop} {f,
vérole,syphilis; pox,f,
vérolé,syphilitic,adj,
vérolé,pockmarked,adj,
véronais,Veronese,adj,
Véronais,of or from Verona,m,
Véronaise,feminine singular of Véronais,f,
Vérone,Vérone (city),prop} {f,
Vérone,Verona (province),prop} {f,
véronique,veronica (cloth),f,Roman Catholicism] 
véronique,veronica (movement of the cape),f,bullfighting] 
véronique,veronica (flower),f,botany] 
Véronique,given name,prop} {f,
verrat,boar (male pig),m,
verre,glass (substance),m,"usually, uncountable] "
verre,symbol of fragility,m,
verre,symbol of transparency,m,
verre,Object in this substance,m,countable] 
verre,glass,m,optics] 
verre,lens,m,
verre,glass (drinking vessel),m,
verre,its content,m,
verrer,To scour,v,
verrerie,glassworks,f,
verrier,glassmaker; glassblower,m,
verrier,glass (attributive),adj,
verrière,A glass skylight,f,
verrière,feminine noun of verrier,f,
verrine,verrine,f,
verroterie,glass jewellery,f,
verrou,bolt,m,on a door] 
verrou,lock,m,on a gun] 
verrou,"lock, mutex",m,computer science] 
verrouillable,lockable,adj,
verrouillage,locking (action of locking something),m,
verrouiller,"to bolt, to bolt up (lock with a bolt)",v,
verrouiller,"to lock (to prevent something ,e.g. a button or keypad, from performing its task)",v,
verrue,"wart, verruca",f,
vers,towards,prep,
